GRIP Depth Age Scale from Flow Modeling

REFERENCES: 

Johnsen, S.J., H.B. Clausen, W. Dansgaard, N.S. Gundestrup, C.U. Hammer, U.
Andersen, K.K. Andersen, C.S. Hvidberg, D. Dahl-Jensen, J.P. Steffensen, H.
Shoji, A.E. Sveinbjörnsdóttir, J.W.C. White, J. Jouzel, and D. Fisher.
1997. The d18O record along the Greenland Ice Core Pproject deep ice core
and the problem of possible Eemian climatic instability. Journal of
Geophysical Research 102:26397-26410.

DATA DESCRIPTION: 

This file contains the GRIP timescale ss09.  This is one of several
published depth age scales for the GRIP core.  It is based on a
Dansgaard-Johnsen (1969) type flow model, with a 1500 m lower shear layer,
13.5% bottom sliding and accumulation rates which are a function of the
d18O values: 23.0 cm of ice at -35.2 per mil with 8% and 18% change per
per mil at -35.2 per mil and -40 per mil, respectively.  The d18O values
are given in the file gripd18O.dat.  See also the stratigraphic ages by
Hammer et al. (1997), presented in the file gripstrat.dat. 

IMPORTANT NOTE: for most of the GRIP files on this CDROM, we have used
this timescale.  In some cases, ages were provided and these are not
necessarily on identical timescales.  Please refer to the document "A
note on the timescales" for more information. 

DATA: 

Depth (m)	Age (yrs BP)
2407.90	51098
2408.45	51137
2409.00	51173
2409.55	51209
2410.10	51247
2410.65	51284
2411.20	51322
2411.75	51359
2412.30	51397
2412.85	51436
2413.40	51473
2413.95	51508
2414.50	51548
2415.05	51586
2415.60	51618
2416.15	51652
2416.70	51690
2417.25	51732
2417.80	51785
2418.35	51820
2418.90	51856
2419.45	51896
2420.00	51936
2420.55	51969
2421.10	52016
2421.65	52095
2422.20	52158
2422.75	52228
2423.30	52291
2423.85	52369
2424.40	52437
2424.95	52502
2425.50	52560
2426.05	52630
2426.60	52690
2427.15	52731
2427.70	52767
2428.25	52821
2428.80	52891
2429.35	52968
2429.90	53032
2430.45	53099
2431.00	53162
2431.55	53211
2432.10	53250
2432.65	53291
2433.20	53334
2433.75	53380
2434.30	53421
2434.85	53460
2435.40	53497
2435.95	53541
2436.50	53612
2437.05	53675
2437.60	53749
2438.15	53819
2438.70	53876
2439.25	53937
2439.80	54003
2440.35	54087
2440.90	54146
2441.45	54206
2442.00	54254
2442.55	54307
2443.10	54355
2443.65	54399
2444.20	54447
2444.75	54494
2445.30	54541
2445.85	54594
2446.40	54643
2446.95	54692
2447.50	54738
2448.05	54784
2448.60	54829
2449.15	54876
2449.70	54920
2450.25	54968
2450.80	55017
2451.35	55063
2451.90	55107
2452.45	55156
2453.00	55206
2453.55	55255
2454.10	55301
2454.65	55344
2455.20	55386
2455.75	55429
2456.30	55469
2456.85	55516
2457.40	55555
2457.95	55596
2458.50	55638
2459.05	55685
2459.60	55725
2460.15	55765
2460.70	55822
2461.25	55878
2461.80	55927
2462.35	55967
2462.90	56008
2463.45	56073
2464.00	56140
2464.55	56207
2465.10	56278
2465.65	56330
2466.20	56380
2466.75	56419
2467.30	56466
2467.85	56507
2468.40	56554
2468.95	56609
2469.50	56651
2470.05	56693
2470.60	56732
2471.15	56772
2471.70	56810
2472.25	56852
2472.80	56914
2473.35	56978
2473.90	57052
2474.45	57105
2475.00	57144
2475.55	57182
2476.10	57231
2476.65	57292
2477.20	57368
2477.75	57438
2478.30	57519
2478.85	57589
2479.40	57685
2479.95	57766
2480.50	57843
2481.05	57933
2481.60	58014
2482.15	58079
2482.70	58153
2483.25	58219
2483.80	58289
2484.35	58361
2484.90	58434
2485.45	58516
2486.00	58584
2486.55	58641
2487.10	58715
2487.65	58793
2488.20	58857
2488.75	58938
2489.30	59024
2489.85	59103
2490.40	59189
2490.95	59279
2491.50	59367
2492.05	59462
2492.60	59558
2493.15	59652
2493.70	59734
2494.25	59811
2494.80	59888
2495.35	59997
2495.90	60083
2496.45	60185
2497.00	60281
2497.55	60385
2498.10	60476
2498.65	60570
2499.20	60666
2499.75	60780
2500.30	60863
2500.85	60951
2501.40	61027
2501.95	61104
2502.50	61182
2503.05	61262
2503.60	61347
2504.15	61419
2504.70	61494
2505.25	61544
2505.80	61594
2506.35	61645
2506.90	61701
2507.45	61757
2508.00	61841
2508.55	61948
2509.10	62042
2509.65	62151
2510.20	62255
2510.75	62357
2511.30	62456
2511.85	62544
2512.40	62636
2512.95	62711
2513.50	62804
2514.05	62908
2514.60	63019
2515.15	63136
2515.70	63263
2516.25	63361
2516.80	63479
2517.35	63586
2517.90	63684
2518.45	63782
2519.00	63880
2519.55	63975
2520.10	64080
2520.65	64182
2521.20	64264
2521.75	64373
2522.30	64466
2522.85	64568
2523.40	64674
2523.95	64778
2524.50	64869
2525.05	64978
2525.60	65093
2526.15	65208
2526.70	65320
2527.25	65417
2527.80	65523
2528.35	65622
2528.90	65735
2529.45	65846
2530.00	65973
2530.55	66076
2531.10	66179
2531.65	66273
2532.20	66370
2532.75	66468
2533.30	66585
2533.85	66691
2534.40	66788
2534.95	66869
2535.50	66934
2536.05	66990
2536.60	67060
2537.15	67173
2537.70	67285
2538.25	67402
2538.80	67542
2539.35	67650
2539.90	67759
2540.45	67845
2541.00	67927
2541.55	68016
2542.10	68085
2542.65	68162
2543.20	68237
2543.75	68299
2544.30	68361
2544.85	68421
2545.40	68483
2545.95	68543
2546.50	68604
2547.05	68665
2547.60	68722
2548.15	68785
2548.70	68841
2549.25	68900
2549.80	68958
2550.35	69005
2550.90	69065
2551.45	69120
2552.00	69178
2552.55	69232
2553.10	69282
2553.65	69336
2554.20	69388
2554.75	69441
2555.30	69491
2555.85	69540
2556.40	69592
2556.95	69640
2557.50	69689
2558.05	69747
2558.60	69873
2559.15	70026
2559.70	70168
2560.25	70327
2560.80	70474
2561.35	70636
2561.90	70771
2562.45	70943
2563.00	71090
2563.55	71246
2564.10	71398
2564.65	71554
2565.20	71656
2565.75	71742
2566.30	71807
2566.85	71884
2567.40	71958
2567.95	72035
2568.50	72106
2569.05	72179
2569.60	72247
2570.15	72314
2570.70	72386
2571.25	72451
2571.80	72516
2572.35	72582
2572.90	72645
2573.45	72711
2574.00	72777
2574.55	72842
2575.10	72904
2575.65	72969
2576.20	73033
2576.75	73092
2577.30	73149
2577.85	73212
2578.40	73272
2578.95	73332
2579.50	73394
2580.05	73452
2580.60	73514
2581.15	73573
2581.70	73633
2582.25	73688
2582.80	73747
2583.35	73804
2583.90	73866
2584.45	73920
2585.00	73972
2585.55	74032
2586.10	74153
2586.65	74283
2587.20	74409
2587.75	74541
2588.30	74705
2588.85	74847
2589.40	75003
2589.95	75138
2590.50	75292
2591.05	75414
2591.60	75517
2592.15	75605
2592.70	75684
2593.25	75756
2593.80	75825
2594.35	75912
2594.90	76004
2595.45	76093
2596.00	76185
2596.55	76265
2597.10	76347
2597.65	76430
2598.20	76509
2598.75	76587
2599.30	76657
2599.85	76727
2600.40	76798
2600.95	76868
2601.50	76949
2602.05	77023
2602.60	77092
2603.15	77174
2603.70	77268
2604.25	77354
2604.80	77438
2605.35	77522
2605.90	77608
2606.45	77690
2607.00	77768
2607.55	77845
2608.10	77922
2608.65	78001
2609.20	78078
2609.75	78157
2610.30	78236
2610.85	78309
2611.40	78392
2611.95	78468
2612.50	78537
2613.05	78605
2613.60	78676
2614.15	78749
2614.70	78821
2615.25	78893
2615.80	78965
2616.35	79035
2616.90	79109
2617.45	79180
2618.00	79250
2618.55	79316
2619.10	79387
2619.65	79456
2620.20	79525
2620.75	79590
2621.30	79660
2621.85	79726
2622.40	79794
2622.95	79862
2623.50	79930
2624.05	80001
2624.60	80070
2625.15	80136
2625.70	80206
2626.25	80275
2626.80	80346
2627.35	80420
2627.90	80495
2628.45	80564
2629.00	80633
2629.55	80703
2630.10	80771
2630.65	80838
2631.20	80907
2631.75	80976
2632.30	81048
2632.85	81121
2633.40	81188
2633.95	81252
2634.50	81317
2635.05	81385
2635.60	81458
2636.15	81528
2636.70	81600
2637.25	81670
2637.80	81739
2638.35	81804
2638.90	81869
2639.45	81935
2640.00	82000
2640.55	82067
2641.10	82136
2641.65	82204
2642.20	82270
2642.75	82335
2643.30	82402
2643.85	82472
2644.40	82543
2644.95	82612
2645.50	82681
2646.05	82747
2646.60	82814
2647.15	82879
2647.70	82942
2648.25	83006
2648.80	83072
2649.35	83172
2649.90	83265
2650.45	83342
2651.00	83421
2651.55	83512
2652.10	83610
2652.65	83710
2653.20	83797
2653.75	83898
2654.30	83989
2654.85	84089
2655.40	84187
2655.95	84294
2656.50	84403
2657.05	84507
2657.60	84619
2658.15	84729
2658.70	84836
2659.25	84960
2659.80	85080
2660.35	85194
2660.90	85330
2661.45	85451
2662.00	85575
2662.55	85708
2663.10	85852
2663.65	85988
2664.20	86118
2664.75	86217
2665.30	86312
2665.85	86422
2666.40	86527
2666.95	86621
2667.50	86720
2668.05	86816
2668.60	86909
2669.15	87002
2669.70	87093
2670.25	87183
2670.80	87278
2671.35	87381
2671.90	87480
2672.45	87573
2673.00	87660
2673.55	87750
2674.10	87844
2674.65	87933
2675.20	88024
2675.75	88113
2676.30	88200
2676.85	88293
2677.40	88382
2677.95	88479
2678.50	88574
2679.05	88667
2679.60	88782
2680.15	88889
2680.70	89001
2681.25	89110
2681.80	89225
2682.35	89337
2682.90	89460
2683.45	89579
2684.00	89692
2684.55	89806
2685.10	89918
2685.65	90043
2686.20	90163
2686.75	90291
2687.30	90427
2687.85	90551
2688.40	90676
2688.95	90803
2689.50	90924
2690.05	91045
2690.60	91177
2691.15	91298
2691.70	91417
2692.25	91540
2692.80	91669
2693.35	91792
2693.90	91930
2694.45	92059
2695.00	92184
2695.55	92309
2696.10	92438
2696.65	92573
2697.20	92702
2697.75	92820
2698.30	92957
2698.85	93081
2699.40	93202
2699.95	93325
2700.50	93449
2701.05	93575
2701.60	93700
2702.15	93828
2702.70	93952
2703.25	94076
2703.80	94206
2704.35	94326
2704.90	94454
2705.45	94567
2706.00	94687
2706.55	94810
2707.10	94928
2707.65	95050
2708.20	95171
2708.75	95295
2709.30	95419
2709.85	95538
2710.40	95665
2710.95	95783
2711.50	95895
2712.05	96014
2712.60	96152
2713.15	96272
2713.70	96392
2714.25	96521
2714.80	96647
2715.35	96765
2715.90	96882
2716.45	96995
2717.00	97117
2717.55	97235
2718.10	97354
2718.65	97471
2719.20	97591
2719.75	97708
2720.30	97825
2720.85	97944
2721.40	98065
2721.95	98171
2722.50	98290
2723.05	98399
2723.60	98513
2724.15	98623
2724.70	98735
2725.25	98844
2725.80	98951
2726.35	99063
2726.90	99178
2727.45	99288
2728.00	99406
2728.55	99518
2729.10	99631
2729.65	99748
2730.20	99860
2730.75	99970
2731.30	100080
2731.85	100189
2732.40	100296
2732.95	100406
2733.50	100513
2734.05	100624
2734.60	100727
2735.15	100831
2735.70	100936
2736.25	101044
2736.80	101146
2737.35	101249
2737.90	101355
2738.45	101465
2739.00	101570
2739.55	101675
2740.10	101780
2740.65	101883
2741.20	101992
2741.75	102094
2742.30	102198
2742.85	102302
2743.40	102401
2743.95	102503
2744.50	102604
2745.05	102704
2745.60	102801
2746.15	102903
2746.70	103010
2747.25	103119
2747.80	103225
2748.35	103326
2748.90	103429
2749.45	103527
2750.00	103629
2750.55	103736
2751.10	103843
2751.65	103963
2752.20	104118
2752.75	104242
2753.30	104370
2753.85	104531
2754.40	104669
2754.95	104783
2755.50	104898
2756.05	105041
2756.60	105196
2757.15	105351
2757.70	105485
2758.25	105602
2758.80	105707
2759.35	105809
2759.90	105914
2760.45	106026
2761.00	106146
2761.55	106275
2762.10	106405
2762.65	106540
2763.20	106672
2763.75	106812
2764.30	106957
2764.85	107092
2765.40	107230
2765.95	107369
2766.50	107507
2767.05	107645
2767.60	107782
2768.15	107922
2768.70	108074
2769.25	108218
2769.80	108356
2770.35	108501
2770.90	108637
2771.45	108786
2772.00	108927
2772.55	109074
2773.10	109235
2773.65	109397
2774.20	109556
2774.75	109732
2775.30	109913
2775.85	110080
2776.40	110247
2776.95	110422
2777.50	110588
2778.05	110756
2778.60	110933
2779.15	111122
2779.70	111287
2780.25	111425
2780.80	111558
2781.35	111729
2781.90	111903
2782.45	112077
2783.00	112262
2783.55	112437
2784.10	112608
2784.65	112781
2785.20	112952
2785.75	113102
2786.30	113254
2786.85	113405
2787.40	113551
2787.95	113712
2788.50	113840
2789.05	113950
2789.60	114060
2790.15	114171
2790.70	114278
2791.25	114384
2791.80	114493
2792.35	114605
2792.90	114721
2793.45	114839
2794.00	114953
2794.55	115066
2795.10	115180
2795.65	115294
2796.20	115400
2796.75	115505
2797.30	115627
2797.85	115733
2798.40	115844
2798.95	115960
2799.50	116078
2800.05	116204
2800.60	116331
2801.15	116457
2801.70	116587
2802.25	116714
2802.80	116839
2803.35	116964
2803.90	117091
2804.45	117224
2805.00	117371
2805.55	117533
2806.10	117706
2806.65	117885
2807.20	118070
2807.75	118242
2808.30	118414
2808.85	118609
2809.40	118738
2809.95	118853
2810.50	118968
2811.05	119089
2811.60	119207
2812.15	119324
2812.70	119441
2813.25	119560
2813.80	119678
2814.35	119796
2814.90	119916
2815.45	120049
2816.00	120187
2816.55	120326
2817.10	120460
2817.65	120590
2818.20	120726
2818.75	120866
2819.30	121008
2819.85	121151
2820.40	121308
2820.95	121465
2821.50	121626
2822.05	121799
2822.60	121973
2823.15	122140
2823.70	122297
2824.25	122453
2824.80	122617
2825.35	122780
2825.90	122952
2826.45	123119
2827.00	123290
2827.55	123461
2828.10	123635
2828.65	123822
2829.20	124004
2829.75	124183
2830.30	124351
2830.85	124516
2831.40	124695
2831.95	124881
2832.50	125063
2833.05	125250
2833.60	125452
2834.15	125645
2834.70	125842
2835.25	126038
2835.80	126247
2836.35	126445
2836.90	126613
2837.45	126754
2838.00	126892
2838.55	127030
2839.10	127168
2839.65	127307
2840.20	127448
2840.75	127587
2841.30	127730
2841.85	127873
2842.40	128015
2842.95	128157
2843.50	128300
2844.05	128443
2844.60	128586
2845.15	128730
2845.70	128875
2846.25	129020
2846.80	129167
2847.35	129340
2847.90	129527
2848.45	129674
2849.00	129822
2849.55	129973
2850.10	130123
2850.65	130273
2851.20	130424
2851.75	130575
2852.30	130744
2852.85	130921
2853.40	131074
2853.95	131250
2854.50	131429
2855.05	131616
2855.60	131817
2856.15	131973
2856.70	132130
2857.25	132288
2857.80	132446
2858.35	132627
2858.90	132891
2859.45	133159
2860.00	133332
2860.55	133493
2861.10	133655
2861.65	133818
2862.20	134012
2862.75	134232
2863.30	134438
2863.85	134728
2864.40	135031
2864.95	135236
2865.50	135435
2866.05	135661
2866.60	135904
2867.15	136183
2867.70	136401
2868.25	136647
2868.80	137007
2869.35	137365
2869.90	137639
2870.45	137912
2871.00	138096
2871.55	138333
2872.10	138565
2872.65	138803
2873.20	139113
2873.75	139422
2874.30	139764
2874.85	140086
2875.40	140425
2875.95	140805
2876.50	141194
2877.05	141557
2877.60	141972
2878.15	142379
2878.70	142778
2879.25	143105
2879.80	143472
2880.35	143823
2880.90	144191
2881.45	144557
2882.00	144923
2882.55	145454
2883.10	145940
2883.65	146379
2884.20	146831
2884.75	147368
2885.30	147815
2885.85	148268
2886.40	148726
2886.95	149165
2887.50	149652
2888.05	150129
2888.60	150592
2889.15	151008
2889.70	151443
2890.25	151874
2890.80	152294
2891.35	152702
2891.90	153136
2892.45	153567
2893.00	153983
2893.55	154267
2894.10	154718
2894.65	155182
2895.20	155683
2895.75	156112
2896.30	156519
2896.85	156940
2897.40	157469
2897.95	157993
2898.50	158472
2899.05	158767
2899.60	159231
2900.15	159697
2900.70	160146
2901.25	160666
2901.80	161157
2902.35	161671
2902.90	162147
2903.45	162534
2904.00	162951
2904.55	163432
2905.10	163871
2905.65	164336
2906.20	164720
2906.75	165073
2907.30	165451
2907.85	165800
2908.40	166180
2908.95	166624
2909.50	167005
2910.05	167355
2910.60	167726
2911.15	168141
2911.70	168527
2912.25	168892
2912.80	169303
2913.35	169713
2913.90	170118
2914.45	170527
2915.00	170935
2915.55	171422
2916.10	171696
2916.65	171964
2917.20	172235
2917.75	172608
2918.30	173034
2918.85	173401
2919.40	173702
2919.95	174086
2920.50	174586
2921.05	175004
2921.60	175471
2922.15	176061
2922.70	176611
2923.25	177195
2923.80	177675
2924.35	178223
2924.90	178857
2925.45	179391
2926.00	179963
2926.55	180653
2927.10	181137
2927.65	181604
2928.20	182083
2928.75	182643
2929.30	182981
2929.85	183373
2930.40	183865
2930.95	184186
2931.50	184616
2932.05	185076
2932.60	185546
2933.15	186028
2933.70	186480
2934.25	186928
2934.80	187374
2935.35	187848
2935.90	188347
2936.45	188834
2937.00	189327
2937.55	189852
2938.10	190357
2938.65	190880
2939.20	191462
2939.75	192043
2940.30	192642
2940.85	193149
2941.40	193679
2941.95	194218
2942.50	194737
2943.05	195271
2943.60	195793
2944.15	196285
2944.70	196801
2945.25	197314
2945.80	197828
2946.35	198441
2946.90	199121
2947.45	199670
2948.00	200215
2948.55	200765
2949.10	201342
2949.65	201931
2950.20	202606
2950.75	203198
2951.30	203781
2951.85	204389
2952.40	205064
2952.95	205913
2953.50	206582
2954.05	207277
2954.60	207972
2955.15	208606
2955.70	209264
2956.25	209928
2956.80	210575
2957.35	211195
2957.90	211774
2958.45	212393
2959.00	213034
2959.55	213626
2960.10	214289
2960.65	214926
2961.20	215497
2961.75	216140
2962.30	216804
2962.85	217430
2963.40	218002
2963.95	218657
2964.50	219331
2965.05	219964
2965.60	220575
2966.15	221228
2966.70	221960
2967.25	222680
2967.80	223278
2968.35	223983
2968.90	224702
2969.45	225390
2970.00	226100
2970.55	226919
2971.10	227753
2971.65	228573
2972.20	229387
2972.75	230212
2973.30	231065
2973.85	231921
2974.40	232773
2974.95	233628
2975.50	234497
2976.05	235408
2976.60	236313
2977.15	237162
2977.70	238035
2978.25	238950
2978.80	239905
2979.35	240894
2979.90	241908
2980.45	243005
2981.00	244130
2981.55	245211
2982.10	246377
2982.65	247618
2983.20	248763
