2350.001 22.00
2350.002 20.97
2350.003 19.69
2350.004 19.20
2350.005 18.00
2350.006 16.77
2350.007 14.78
2350.008 13.75
2350.009 11.96
2350.010 10.58
2350.011 9.21
2350.012 8.27
2350.013 7.93
2350.014 7.59
2350.015 7.61
2350.016 8.22
2350.017 8.79
2350.018 9.53
2350.019 9.33
2350.020 9.40
2350.021 12.86
2350.022 15.86
2350.023 18.22
2350.024 18.98
2350.025 18.36
2350.026 16.79
2350.027 15.05
2350.028 12.99
2350.029 11.00
2350.030 9.77
2350.031 9.60
2350.032 9.85
2350.033 11.02
2350.034 12.72
2350.035 14.88
2350.036 17.46
2350.037 18.81
2350.038 18.90
2350.039 17.43
2350.040 16.20
2350.041 16.79
2350.042 18.07
2350.043 18.88
2350.044 19.84
2350.045 20.23
2350.046 20.43
2350.047 19.89
2350.048 19.20
2350.049 17.90
2350.050 15.93
2350.051 14.09
2350.052 12.37
2350.053 10.83
2350.054 10.09
2350.055 10.04
2350.056 10.95
2350.057 12.42
2350.058 14.31
2350.059 15.86
2350.060 17.78
2350.061 18.59
2350.062 18.68
2350.063 18.00
2350.064 17.06
2350.065 15.88
2350.066 14.78
2350.067 14.07
2350.068 13.90
2350.069 13.97
2350.070 14.44
2350.071 15.47
2350.072 15.74
2350.073 16.30
2350.074 17.36
2350.075 17.55
2350.076 18.02
2350.077 18.61
2350.078 19.35
2350.079 19.40
2350.080 19.98
2350.081 20.23
2350.082 19.84
2350.083 19.81
2350.084 19.57
2350.085 18.83
2350.086 17.85
2350.087 16.67
2350.088 16.55
2350.089 16.84
2350.090 17.26
2350.091 17.82
2350.092 17.68
2350.093 17.41
2350.094 16.84
2350.095 15.91
2350.096 14.90
2350.097 13.26
2350.098 11.24
2350.099 9.70
2350.100 8.69
2350.101 7.46
2350.102 7.05
2350.103 8.25
2350.104 11.64
2350.105 15.81
2350.106 18.51
2350.107 19.25
2350.108 19.32
2350.109 18.71
2350.110 17.38
2350.111 15.54
2350.112 13.75
2350.113 12.40
2350.114 11.05
2350.115 10.43
2350.116 10.53
2350.117 11.12
2350.118 12.32
2350.119 13.97
2350.120 15.03
2350.121 15.69
2350.122 16.84
2350.123 17.38
2350.124 17.75
2350.125 18.24
2350.126 18.41
2350.127 18.22
2350.128 17.26
2350.129 17.33
2350.130 17.28
2350.131 17.65
2350.132 17.43
2350.133 16.77
2350.134 15.79
2350.135 14.66
2350.136 13.92
2350.137 12.89
2350.138 12.50
2350.139 12.99
2350.140 13.80
2350.141 15.52
2350.142 17.33
2350.143 18.86
2350.144 19.52
2350.145 19.10
2350.146 18.71
2350.147 18.00
2350.148 18.46
2350.149 18.93
2350.150 19.42
2350.151 20.28
2350.152 21.02
2350.153 20.89
2350.154 21.14
2350.155 21.04
2350.156 20.89
2350.157 20.55
2350.158 19.71
2350.159 18.54
2350.160 17.31
2350.161 16.40
2350.162 15.84
2350.163 14.95
2350.164 14.09
2350.165 14.26
2350.166 15.05
2350.167 15.57
2350.168 15.71
2350.169 16.42
2350.170 16.87
2350.171 16.96
2350.172 17.21
2350.173 17.75
2350.174 17.51
2350.175 17.68
2350.176 16.13
2350.177 14.98
2350.178 13.11
2350.179 10.56
2350.180 8.27
2350.181 6.60
2350.182 5.35
2350.183 4.57
2350.184 4.08
2350.185 3.95
2350.186 4.08
2350.187 4.52
2350.188 5.25
2350.189 6.46
2350.190 8.35
2350.191 10.95
2350.192 13.90
2350.193 16.45
2350.194 18.14
2350.195 18.36
2350.196 17.09
2350.197 15.61
2350.198 13.77
2350.199 12.45
2350.200 11.56
2350.201 10.90
2350.202 10.29
2350.203 9.99
2350.204 9.62
2350.205 9.67
2350.206 10.02
2350.207 10.24
2350.208 10.51
